sale_id,date,store_channel,payment_method,product_id,product_name,category,sub_category,quantity_sold,unit_price,discount_pct,discount_amount,total_sale,cost_total,gross_profit,customer_id,is_promotion,is_returned,net_profit,year,quarter,month_num,month_name,day_of_week,is_weekend,days_since_start,profit_margin_pct,revenue_per_unit,break_even_sale,profitability,season,catalogue_margin_pct,is_winter,is_summer,cost_price,margin_erosion
S06194,2024-12-11,Online,Credit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,0,0.0,49.99,18.0,31.99,C122,False,False,31.99,2024,4,12,Dec,Wednesday,False,345,63.99,49.99,False,Very High,All,64.0,True,True,18.0,0.01
S06195,2024-12-11,Physical,Cash,P015,Women's Cardigan,Women,Top,2,49.99,0,0.0,99.98,36.0,63.98,C041,False,False,63.98,2024,4,12,Dec,Wednesday,False,345,63.99,49.99,False,Very High,Winter,64.0,True,False,18.0,0.01
S06196,2024-12-11,Online,Credit Card,P022,Leather Belt,All,Accessories,2,19.99,5,2.0,37.98,12.0,25.98,C078,False,False,25.98,2024,4,12,Dec,Wednesday,False,345,68.4,18.99,False,Very High,All,70.0,True,True,6.0,1.6
S06197,2024-12-11,Physical,Mobile Pay,P004,Men's Chino Pants,Men,Pants,1,44.99,0,0.0,44.99,15.0,29.99,C192,False,False,29.99,2024,4,12,Dec,Wednesday,False,345,66.66,44.99,False,Very High,All,66.7,True,True,15.0,0.04
S06198,2024-12-11,Physical,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,3,84.99,0,0.0,254.97,96.0,158.97,C058,False,False,158.97,2024,4,12,Dec,Wednesday,False,345,62.35,84.99,False,Very High,Winter,62.3,True,False,32.0,-0.05
S06199,2024-12-11,Physical,Credit Card,P005,Men's Hoodie,Men,Jacket,2,59.99,5,6.0,113.98,44.0,69.98,C108,False,False,69.98,2024,4,12,Dec,Wednesday,False,345,61.4,56.99,False,Very High,Winter,63.3,True,False,22.0,1.9
S06200,2024-12-11,Physical,Debit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,10,2.5,22.49,8.0,14.49,C080,False,False,14.49,2024,4,12,Dec,Wednesday,False,345,64.43,22.49,False,Very High,All,68.0,True,True,8.0,3.57
S06201,2024-12-11,Physical,Mobile Pay,P005,Men's Hoodie,Men,Jacket,2,59.99,10,12.0,107.98,44.0,63.98,C200,False,False,63.98,2024,4,12,Dec,Wednesday,False,345,59.25,53.99,False,High,Winter,63.3,True,False,22.0,4.05
S06202,2024-12-11,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C092,False,False,7.49,2024,4,12,Dec,Wednesday,False,345,74.97,9.99,False,Very High,All,75.0,True,True,2.5,0.03
S06203,2024-12-11,Physical,Mobile Pay,P003,Men's Slim Jeans,Men,Pants,1,49.99,0,0.0,49.99,18.0,31.99,C024,False,False,31.99,2024,4,12,Dec,Wednesday,False,345,63.99,49.99,False,Very High,All,64.0,True,True,18.0,0.01
S06204,2024-12-11,Physical,Cash,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,0,0.0,89.99,35.0,54.99,C105,False,False,54.99,2024,4,12,Dec,Wednesday,False,345,61.11,89.99,False,Very High,Winter,61.1,True,False,35.0,-0.01
S06205,2024-12-11,Online,Debit Card,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C082,False,False,10.99,2024,4,12,Dec,Wednesday,False,345,73.32,14.99,False,Very High,All,73.3,True,True,4.0,-0.02
S06206,2024-12-12,Physical,Credit Card,P008,Women's Floral Dress,Women,Dress,2,54.99,0,0.0,109.98,40.0,69.98,C075,False,False,69.98,2024,4,12,Dec,Thursday,False,346,63.63,54.99,False,Very High,Summer,63.6,False,True,20.0,-0.03
S06207,2024-12-12,Online,PayPal,P023,Canvas Tote Bag,All,Accessories,1,24.99,5,1.25,23.74,8.0,15.74,C011,False,False,15.74,2024,4,12,Dec,Thursday,False,346,66.3,23.74,False,Very High,All,68.0,True,True,8.0,1.7
S06208,2024-12-12,Physical,Mobile Pay,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C048,False,False,34.99,2024,4,12,Dec,Thursday,False,346,63.63,54.99,False,Very High,All,63.6,True,True,20.0,-0.03
S06209,2024-12-12,Online,Credit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,0,0.0,24.99,8.0,16.99,C033,False,False,16.99,2024,4,12,Dec,Thursday,False,346,67.99,24.99,False,Very High,All,68.0,True,True,8.0,0.01
S06210,2024-12-12,Physical,Cash,P005,Men's Hoodie,Men,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C024,False,False,37.99,2024,4,12,Dec,Thursday,False,346,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S06211,2024-12-12,Online,Mobile Pay,P023,Canvas Tote Bag,All,Accessories,1,24.99,0,0.0,24.99,8.0,16.99,C115,False,False,16.99,2024,4,12,Dec,Thursday,False,346,67.99,24.99,False,Very High,All,68.0,True,True,8.0,0.01
S06212,2024-12-12,Online,Credit Card,P015,Women's Cardigan,Women,Top,1,49.99,5,2.5,47.49,18.0,29.49,C078,False,False,29.49,2024,4,12,Dec,Thursday,False,346,62.1,47.49,False,Very High,Winter,64.0,True,False,18.0,1.9
S06213,2024-12-12,Online,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,10,8.5,76.49,32.0,44.49,C168,False,False,44.49,2024,4,12,Dec,Thursday,False,346,58.16,76.49,False,High,Winter,62.3,True,False,32.0,4.14
S06214,2024-12-12,Physical,Credit Card,P010,Women's Blouse,Women,Top,1,34.99,0,0.0,34.99,12.0,22.99,C125,False,False,22.99,2024,4,12,Dec,Thursday,False,346,65.7,34.99,False,Very High,All,65.7,True,True,12.0,0.0
S06215,2024-12-12,Online,Credit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,0,0.0,24.99,8.0,16.99,C158,False,False,16.99,2024,4,12,Dec,Thursday,False,346,67.99,24.99,False,Very High,All,68.0,True,True,8.0,0.01
S06216,2024-12-13,Online,Credit Card,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C175,False,False,13.99,2024,4,12,Dec,Friday,False,347,69.98,19.99,False,Very High,All,70.0,True,True,6.0,0.02
S06217,2024-12-13,Physical,Credit Card,P020,Unisex Cap,All,Accessories,2,14.99,10,3.0,26.98,8.0,18.98,Guest,False,False,18.98,2024,4,12,Dec,Friday,False,347,70.35,13.49,False,Very High,All,73.3,True,True,4.0,2.95
S06218,2024-12-13,Physical,Cash,P002,Men's Premium T-shirt,Men,Shirt,2,29.99,0,0.0,59.98,22.0,37.98,C114,False,False,37.98,2024,4,12,Dec,Friday,False,347,63.32,29.99,False,Very High,All,63.3,True,True,11.0,-0.02
S06219,2024-12-13,Physical,Cash,P013,Women's Hoodie,Women,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C147,False,False,37.99,2024,4,12,Dec,Friday,False,347,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S06220,2024-12-13,Online,Mobile Pay,P012,Women's Skinny Jeans,Women,Pants,1,54.99,5,2.75,52.24,20.0,32.24,C098,False,False,32.24,2024,4,12,Dec,Friday,False,347,61.72,52.24,False,Very High,All,63.6,True,True,20.0,1.88
S06221,2024-12-13,Physical,Debit Card,P013,Women's Hoodie,Women,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C059,False,False,75.98,2024,4,12,Dec,Friday,False,347,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S06222,2024-12-13,Physical,Mobile Pay,P018,Kids Jacket,Kids,Jacket,2,44.99,0,0.0,89.98,32.0,57.98,C109,False,False,57.98,2024,4,12,Dec,Friday,False,347,64.44,44.99,False,Very High,Winter,64.4,True,False,16.0,-0.04
S06223,2024-12-13,Online,Credit Card,P001,Men's Basic T-shirt,men,Shirt,1,19.99,5,1.0,18.99,7.0,11.99,C080,False,False,11.99,2024,4,12,Dec,Friday,False,347,63.14,18.99,False,Very High,All,65.0,True,True,7.0,1.86
S06224,2024-12-13,Physical,Cash,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C017,False,False,28.99,2024,4,12,Dec,Friday,False,347,64.44,44.99,False,Very High,All,64.4,True,True,16.0,-0.04
S06225,2024-12-13,Physical,Cash,P013,Women's Hoodie,Women,Jacket,2,59.99,10,12.0,107.98,44.0,63.98,C155,False,False,63.98,2024,4,12,Dec,Friday,False,347,59.25,53.99,False,High,Winter,63.3,True,False,22.0,4.05
S06226,2024-12-13,Physical,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C197,False,True,0.0,2024,4,12,Dec,Friday,False,347,0.0,84.99,True,Loss/Break-even,Winter,62.3,True,False,32.0,62.3
S06227,2024-12-13,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,5,1.0,18.99,7.0,11.99,C139,False,False,11.99,2024,4,12,Dec,Friday,False,347,63.14,18.99,False,Very High,All,65.0,True,True,7.0,1.86
S06228,2024-12-13,Physical,Credit Card,P003,Men's Slim Jeans,Men,Pants,3,49.99,0,0.0,149.97,54.0,95.97,C095,False,False,95.97,2024,4,12,Dec,Friday,False,347,63.99,49.99,False,Very High,All,64.0,True,True,18.0,0.01
S06229,2024-12-13,Online,PayPal,P005,Men's Hoodie,Men,Jacket,2,59.99,15,18.0,101.98,44.0,57.98,C174,False,False,57.98,2024,4,12,Dec,Friday,False,347,56.85,50.99,False,High,Winter,63.3,True,False,22.0,6.45
S06230,2024-12-13,Physical,Credit Card,P015,Women's Cardigan,Women,Top,3,49.99,0,0.0,149.97,54.0,95.97,C091,False,False,95.97,2024,4,12,Dec,Friday,False,347,63.99,49.99,False,Very High,Winter,64.0,True,False,18.0,0.01
S06231,2024-12-13,Physical,Cash,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C043,False,False,10.99,2024,4,12,Dec,Friday,False,347,73.32,14.99,False,Very High,All,73.3,True,True,4.0,-0.02
S06232,2024-12-13,Online,Credit Card,P009,Women's Casual Dress,Women,Dress,1,44.99,5,2.25,42.74,16.0,26.74,C101,False,False,26.74,2024,4,12,Dec,Friday,False,347,62.56,42.74,False,Very High,All,64.4,True,True,16.0,1.84
S06233,2024-12-14,Online,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,0,0.0,89.99,35.0,54.99,C082,False,False,54.99,2024,4,12,Dec,Saturday,True,348,61.11,89.99,False,Very High,Winter,61.1,True,False,35.0,-0.01
S06234,2024-12-14,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,3,9.99,10,3.0,26.97,7.5,19.47,C059,False,False,19.47,2024,4,12,Dec,Saturday,True,348,72.19,8.99,False,Very High,All,75.0,True,True,2.5,2.81
S06235,2024-12-14,Physical,Cash,P003,Men's Slim Jeans,Men,Pants,3,49.99,0,0.0,149.97,54.0,95.97,C028,False,False,95.97,2024,4,12,Dec,Saturday,True,348,63.99,49.99,False,Very High,All,64.0,True,True,18.0,0.01
S06236,2024-12-14,Physical,Cash,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,10,9.0,80.99,35.0,45.99,C030,False,False,45.99,2024,4,12,Dec,Saturday,True,348,56.78,80.99,False,High,Winter,61.1,True,False,35.0,4.32
S06237,2024-12-14,Online,Credit Card,P022,Leather Belt,All,Accessories,2,19.99,0,0.0,39.98,12.0,27.98,C177,False,False,27.98,2024,4,12,Dec,Saturday,True,348,69.98,19.99,False,Very High,All,70.0,True,True,6.0,0.02
S06238,2024-12-14,Physical,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,0,0.0,89.99,35.0,54.99,C122,False,False,54.99,2024,4,12,Dec,Saturday,True,348,61.11,89.99,False,Very High,Winter,61.1,True,False,35.0,-0.01
S06239,2024-12-14,Online,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,0,0.0,169.98,64.0,105.98,C185,False,True,0.0,2024,4,12,Dec,Saturday,True,348,0.0,84.99,True,Loss/Break-even,Winter,62.3,True,False,32.0,62.3
S06240,2024-12-14,Physical,Mobile Pay,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,0,0.0,89.99,35.0,54.99,C050,False,False,54.99,2024,4,12,Dec,Saturday,True,348,61.11,89.99,False,Very High,Winter,61.1,True,False,35.0,-0.01
S06241,2024-12-14,Online,Credit Card,P002,Men's Premium T-shirt,Men,Shirt,1,29.99,0,0.0,29.99,11.0,18.99,C052,False,False,18.99,2024,4,12,Dec,Saturday,True,348,63.32,29.99,False,Very High,All,63.3,True,True,11.0,-0.02
S06242,2024-12-14,Online,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,0,0.0,169.98,64.0,105.98,C111,False,False,105.98,2024,4,12,Dec,Saturday,True,348,62.35,84.99,False,Very High,Winter,62.3,True,False,32.0,-0.05
S06243,2024-12-14,Physical,Credit Card,P020,Unisex Cap,All,Accessories,2,14.99,10,3.0,26.98,8.0,18.98,C067,False,False,18.98,2024,4,12,Dec,Saturday,True,348,70.35,13.49,False,Very High,All,73.3,True,True,4.0,2.95
S06244,2024-12-14,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C173,False,False,7.49,2024,4,12,Dec,Saturday,True,348,74.97,9.99,False,Very High,All,75.0,True,True,2.5,0.03
S06245,2024-12-14,Online,Credit Card,P015,Women's Cardigan,Women,Top,3,49.99,0,0.0,149.97,54.0,95.97,C194,False,False,95.97,2024,4,12,Dec,Saturday,True,348,63.99,49.99,False,Very High,Winter,64.0,True,False,18.0,0.01
S06246,2024-12-14,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,5,0.5,9.49,2.5,6.99,C079,False,False,6.99,2024,4,12,Dec,Saturday,True,348,73.66,9.49,False,Very High,All,75.0,True,True,2.5,1.34
S06247,2024-12-14,Online,Credit Card,P016,Kids T-shirt,kids,Shirt,2,14.99,10,3.0,26.98,10.0,16.98,C098,False,False,16.98,2024,4,12,Dec,Saturday,True,348,62.94,13.49,False,Very High,All,66.6,True,True,5.0,3.66
S06248,2024-12-14,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C075,False,False,7.49,2024,4,12,Dec,Saturday,True,348,74.97,9.99,False,Very High,All,75.0,True,True,2.5,0.03
S06249,2024-12-15,Physical,Debit Card,P005,Men's Hoodie,Men,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C079,False,False,37.99,2024,4,12,Dec,Sunday,True,349,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S06250,2024-12-15,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,10,1.0,8.99,2.5,6.49,C036,False,False,6.49,2024,4,12,Dec,Sunday,True,349,72.19,8.99,False,Very High,All,75.0,True,True,2.5,2.81
S06251,2024-12-15,Online,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,5,0.75,14.24,4.0,10.24,C030,False,True,0.0,2024,4,12,Dec,Sunday,True,349,0.0,14.24,True,Loss/Break-even,All,73.3,True,True,4.0,73.3
S06252,2024-12-15,Online,Credit Card,P005,Men's Hoodie,Men,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C054,False,False,75.98,2024,4,12,Dec,Sunday,True,349,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S06253,2024-12-15,Physical,Cash,P010,Women's Blouse,Women,Top,2,34.99,15,10.5,59.48,24.0,35.48,C061,False,False,35.48,2024,4,12,Dec,Sunday,True,349,59.65,29.74,False,High,All,65.7,True,True,12.0,6.05
S06254,2024-12-15,Physical,Cash,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,0,0.0,169.98,64.0,105.98,C166,False,False,105.98,2024,4,12,Dec,Sunday,True,349,62.35,84.99,False,Very High,Winter,62.3,True,False,32.0,-0.05
S06255,2024-12-15,Physical,Mobile Pay,P006,Men's Puffer Jacket,Men,Jacket,3,89.99,0,0.0,269.97,105.0,164.97,C038,False,False,164.97,2024,4,12,Dec,Sunday,True,349,61.11,89.99,False,Very High,Winter,61.1,True,False,35.0,-0.01
S06256,2024-12-15,Physical,Cash,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,5,1.0,18.99,7.0,11.99,C072,False,False,11.99,2024,4,12,Dec,Sunday,True,349,63.14,18.99,False,Very High,All,65.0,True,True,7.0,1.86
S06257,2024-12-15,Physical,Debit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,0,0.0,24.99,8.0,16.99,C052,False,False,16.99,2024,4,12,Dec,Sunday,True,349,67.99,24.99,False,Very High,All,68.0,True,True,8.0,0.01
S06258,2024-12-15,Online,Mobile Pay,P013,Women's Hoodie,Women,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C078,False,False,75.98,2024,4,12,Dec,Sunday,True,349,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S06259,2024-12-15,Online,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,0,0.0,169.98,64.0,105.98,C047,False,False,105.98,2024,4,12,Dec,Sunday,True,349,62.35,84.99,False,Very High,Winter,62.3,True,False,32.0,-0.05
S06260,2024-12-15,Physical,Cash,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,15,1.5,8.49,2.5,5.99,C027,False,False,5.99,2024,4,12,Dec,Sunday,True,349,70.55,8.49,False,Very High,All,75.0,True,True,2.5,4.45
S06261,2024-12-15,Physical,Mobile Pay,P013,Women's Hoodie,Women,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C141,False,False,75.98,2024,4,12,Dec,Sunday,True,349,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S06262,2024-12-15,Online,Credit Card,P015,Women's Cardigan,Women,Top,2,49.99,5,5.0,94.98,36.0,58.98,C142,False,False,58.98,2024,4,12,Dec,Sunday,True,349,62.1,47.49,False,Very High,Winter,64.0,True,False,18.0,1.9
S06263,2024-12-15,Online,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,5,0.75,14.24,4.0,10.24,C036,False,False,10.24,2024,4,12,Dec,Sunday,True,349,71.91,14.24,False,Very High,All,73.3,True,True,4.0,1.39
S06264,2024-12-15,Physical,Cash,P005,Men's Hoodie,Men,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C180,False,False,37.99,2024,4,12,Dec,Sunday,True,349,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S06265,2024-12-15,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C021,False,False,34.99,2024,4,12,Dec,Sunday,True,349,63.63,54.99,False,Very High,All,63.6,True,True,20.0,-0.03
S06266,2024-12-15,Physical,Mobile Pay,P009,Women's Casual Dress,women,Dress,2,44.99,0,0.0,89.98,32.0,57.98,C064,False,False,57.98,2024,4,12,Dec,Sunday,True,349,64.44,44.99,False,Very High,All,64.4,True,True,16.0,-0.04
S06267,2024-12-16,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,3,54.99,0,0.0,164.97,60.0,104.97,C116,False,False,104.97,2024,4,12,Dec,Monday,False,350,63.63,54.99,False,Very High,All,63.6,True,True,20.0,-0.03
S06268,2024-12-16,Online,Debit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,5,2.75,52.24,20.0,32.24,C184,False,False,32.24,2024,4,12,Dec,Monday,False,350,61.72,52.24,False,Very High,All,63.6,True,True,20.0,1.88
S06269,2024-12-16,Online,Credit Card,P023,Canvas Tote Bag,All,Accessories,3,24.99,0,0.0,74.97,24.0,50.97,C052,False,False,50.97,2024,4,12,Dec,Monday,False,350,67.99,24.99,False,Very High,All,68.0,True,True,8.0,0.01
S06270,2024-12-16,Physical,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C041,False,False,52.99,2024,4,12,Dec,Monday,False,350,62.35,84.99,False,Very High,Winter,62.3,True,False,32.0,-0.05
S06271,2024-12-16,Physical,Credit Card,P017,Kids Jeans,Kids,Pants,1,29.99,10,3.0,26.99,10.0,16.99,C091,False,False,16.99,2024,4,12,Dec,Monday,False,350,62.95,26.99,False,Very High,All,66.7,True,True,10.0,3.75
S06272,2024-12-16,Physical,Credit Card,P015,Women's Cardigan,Women,Top,5,49.99,5,12.5,237.45,90.0,147.45,C021,False,False,147.45,2024,4,12,Dec,Monday,False,350,62.1,47.49,False,Very High,Winter,64.0,True,False,18.0,1.9
S06273,2024-12-16,Physical,Cash,P015,Women's Cardigan,Women,Top,2,49.99,10,10.0,89.98,36.0,53.98,C133,False,False,53.98,2024,4,12,Dec,Monday,False,350,59.99,44.99,False,High,Winter,64.0,True,False,18.0,4.01
S06274,2024-12-16,Physical,Cash,P010,Women's Blouse,Women,Top,1,34.99,0,0.0,34.99,12.0,22.99,C119,False,False,22.99,2024,4,12,Dec,Monday,False,350,65.7,34.99,False,Very High,All,65.7,True,True,12.0,0.0
S06275,2024-12-16,Online,Debit Card,P023,Canvas Tote Bag,all,Accessories,5,24.99,5,6.25,118.7,40.0,78.7,C074,False,False,78.7,2024,4,12,Dec,Monday,False,350,66.3,23.74,False,Very High,All,68.0,True,True,8.0,1.7
S06276,2024-12-16,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C048,False,False,7.49,2024,4,12,Dec,Monday,False,350,74.97,9.99,False,Very High,All,75.0,True,True,2.5,0.03
S06277,2024-12-16,Physical,Debit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C112,False,False,34.99,2024,4,12,Dec,Monday,False,350,63.63,54.99,False,Very High,All,63.6,True,True,20.0,-0.03
S06278,2024-12-16,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,5,0.5,9.49,2.5,6.99,C003,False,False,6.99,2024,4,12,Dec,Monday,False,350,73.66,9.49,False,Very High,All,75.0,True,True,2.5,1.34
S06279,2024-12-16,Physical,Credit Card,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C148,False,False,13.99,2024,4,12,Dec,Monday,False,350,69.98,19.99,False,Very High,All,70.0,True,True,6.0,0.02
S06280,2024-12-16,Physical,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C048,False,False,14.98,2024,4,12,Dec,Monday,False,350,74.97,9.99,False,Very High,All,75.0,True,True,2.5,0.03
S06281,2024-12-16,Physical,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,3,19.99,10,6.0,53.97,21.0,32.97,C095,False,False,32.97,2024,4,12,Dec,Monday,False,350,61.09,17.99,False,Very High,All,65.0,True,True,7.0,3.91
S06282,2024-12-16,Online,PayPal,P009,Women's Casual Dress,Women,Dress,2,44.99,5,4.5,85.48,32.0,53.48,C005,False,False,53.48,2024,4,12,Dec,Monday,False,350,62.56,42.74,False,Very High,All,64.4,True,True,16.0,1.84
S06283,2024-12-16,Online,Credit Card,P005,Men's Hoodie,Men,Jacket,3,59.99,0,0.0,179.97,66.0,113.97,C063,False,False,113.97,2024,4,12,Dec,Monday,False,350,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S06284,2024-12-16,Online,Credit Card,P007,Men's Polo Shirt,Men,Shirt,1,34.99,0,0.0,34.99,12.0,22.99,C148,False,False,22.99,2024,4,12,Dec,Monday,False,350,65.7,34.99,False,Very High,Summer,65.7,False,True,12.0,0.0
S06285,2024-12-17,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C076,False,False,34.99,2024,4,12,Dec,Tuesday,False,351,63.63,54.99,False,Very High,All,63.6,True,True,20.0,-0.03
S06286,2024-12-17,Physical,Debit Card,P007,Men's Polo Shirt,Men,Shirt,2,34.99,10,7.0,62.98,24.0,38.98,C089,False,False,38.98,2024,4,12,Dec,Tuesday,False,351,61.89,31.49,False,Very High,Summer,65.7,False,True,12.0,3.81
S06287,2024-12-17,Physical,Cash,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C186,False,False,13.99,2024,4,12,Dec,Tuesday,False,351,69.98,19.99,False,Very High,All,70.0,True,True,6.0,0.02
S06288,2024-12-17,Online,Mobile Pay,P013,Women's Hoodie,Women,Jacket,1,59.99,5,3.0,56.99,22.0,34.99,C127,False,False,34.99,2024,4,12,Dec,Tuesday,False,351,61.4,56.99,False,Very High,Winter,63.3,True,False,22.0,1.9
S06289,2024-12-17,Physical,Credit Card,P005,Men's Hoodie,Men,Jacket,2,59.99,5,6.0,113.98,44.0,69.98,C063,False,False,69.98,2024,4,12,Dec,Tuesday,False,351,61.4,56.99,False,Very High,Winter,63.3,True,False,22.0,1.9
S06290,2024-12-17,Online,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C138,False,False,52.99,2024,4,12,Dec,Tuesday,False,351,62.35,84.99,False,Very High,Winter,62.3,True,False,32.0,-0.05
S06291,2024-12-17,Online,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,10,8.5,76.49,32.0,44.49,C112,False,False,44.49,2024,4,12,Dec,Tuesday,False,351,58.16,76.49,False,High,Winter,62.3,True,False,32.0,4.14
S06292,2024-12-17,Physical,Debit Card,P020,Unisex Cap,All,Accessories,2,14.99,0,0.0,29.98,8.0,21.98,C139,False,False,21.98,2024,4,12,Dec,Tuesday,False,351,73.32,14.99,False,Very High,All,73.3,True,True,4.0,-0.02
S06293,2024-12-17,Online,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C099,False,False,52.99,2024,4,12,Dec,Tuesday,False,351,62.35,84.99,False,Very High,Winter,62.3,True,False,32.0,-0.05
S06294,2024-12-17,Online,Credit Card,P002,Men's Premium T-shirt,Men,Shirt,1,29.99,0,0.0,29.99,11.0,18.99,C052,False,False,18.99,2024,4,12,Dec,Tuesday,False,351,63.32,29.99,False,Very High,All,63.3,True,True,11.0,-0.02
S06295,2024-12-17,Physical,Debit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,0,0.0,49.99,18.0,31.99,C178,False,False,31.99,2024,4,12,Dec,Tuesday,False,351,63.99,49.99,False,Very High,All,64.0,True,True,18.0,0.01
S06296,2024-12-17,Online,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C177,False,False,14.98,2024,4,12,Dec,Tuesday,False,351,74.97,9.99,False,Very High,All,75.0,True,True,2.5,0.03
S06297,2024-12-17,Online,Credit Card,P023,Canvas Tote Bag,All,Accessories,2,24.99,10,5.0,44.98,16.0,28.98,C122,False,False,28.98,2024,4,12,Dec,Tuesday,False,351,64.43,22.49,False,Very High,All,68.0,True,True,8.0,3.57
S06298,2024-12-17,Online,Debit Card,P016,Kids T-shirt,Kids,Shirt,1,14.99,5,0.75,14.24,5.0,9.24,C029,False,False,9.24,2024,4,12,Dec,Tuesday,False,351,64.89,14.24,False,Very High,All,66.6,True,True,5.0,1.71
S06299,2024-12-17,Online,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,5,1.0,18.98,5.0,13.98,C073,False,False,13.98,2024,4,12,Dec,Tuesday,False,351,73.66,9.49,False,Very High,All,75.0,True,True,2.5,1.34
