sale_id,date,store_channel,payment_method,product_id,product_name,category,sub_category,quantity_sold,unit_price,discount_pct,discount_amount,total_sale,cost_total,gross_profit,customer_id,is_promotion,is_returned
S05484,2024-10-31,Online,Debit Card,P004,Men's Chino Pants,Men,Pants,1,44.99,0,0.0,44.99,15.0,29.99,C011,False,False
S05485,2024-10-31,Online,Debit Card,P025,Women's Swimsuit,Women,Swimwear,3,44.99,0,0.0,134.97,48.0,86.97,C148,False,False
S05486,2024-10-31,Physical,Cash,P013,Women's Hoodie,Women,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C009,False,False
S05487,2024-10-31,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,2,54.99,0,0.0,109.98,40.0,69.98,C103,False,False
S05488,2024-10-31,Physical,Debit Card,P010,Women's Blouse,Women,Top,3,34.99,0,0.0,104.97,36.0,68.97,C200,False,False
S05489,2024-10-31,Physical,Mobile Pay,P003,Men's Slim Jeans,Men,Pants,1,49.99,15,7.5,42.49,18.0,24.49,C149,False,False
S05490,2024-10-31,Physical,Mobile Pay,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C129,False,False
S05491,2024-10-31,Physical,Credit Card,P018,Kids Jacket,Kids,Jacket,1,44.99,0,0.0,44.99,16.0,28.99,C089,False,False
S05492,2024-10-31,Physical,Debit Card,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C185,False,False
S05493,2024-10-31,Online,Debit Card,P020,Unisex Cap,All,Accessories,2,14.99,0,0.0,29.98,8.0,21.98,C100,False,False
S05494,2024-10-31,Physical,Debit Card,P022,Leather Belt,All,Accessories,1,19.99,5,1.0,18.99,6.0,12.99,C133,False,False
S05495,2024-10-31,Online,Credit Card,P003,Men's Slim Jeans,Men,Pants,4,49.99,0,0.0,199.96,72.0,127.96,C033,False,False
S05496,2024-10-31,Physical,Mobile Pay,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C195,False,False
S05497,2024-10-31,Online,Mobile Pay,P003,Men's Slim Jeans,Men,Pants,3,49.99,0,0.0,149.97,54.0,95.97,C039,False,False
S05498,2024-11-01,Online,Mobile Pay,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C058,False,False
S05499,2024-11-01,Online,Mobile Pay,P018,Kids Jacket,Kids,Jacket,2,44.99,15,6.75,76.48,32.0,44.48,C169,False,False
S05500,2024-11-01,Online,PayPal,P012,Women's Skinny Jeans,Women,Pants,2,54.99,0,0.0,109.98,40.0,69.98,C077,False,False
S05501,2024-11-01,Physical,Credit Card,P020,Unisex Cap,all,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C038,False,False
S05502,2024-11-01,Physical,Mobile Pay,P023,Canvas Tote Bag,All,Accessories,2,24.99,0,0.0,49.98,16.0,33.98,C080,False,False
S05503,2024-11-01,Online,Debit Card,P013,Women's Hoodie,Women,Jacket,3,59.99,0,0.0,179.97,66.0,113.97,C104,False,True
S05504,2024-11-01,Physical,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C123,False,False
S05505,2024-11-01,Online,Credit Card,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C064,False,False
S05506,2024-11-01,Physical,Cash,P003,Men's Slim Jeans,Men,Pants,1,49.99,0,0.0,49.99,18.0,31.99,,False,False
S05507,2024-11-01,Physical,Debit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,0,0.0,24.99,8.0,16.99,C150,False,False
S05508,2024-11-01,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,0,0.0,19.99,7.0,12.99,C070,False,False
S05509,2024-11-01,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C134,False,False
S05510,2024-11-01,Online,Mobile Pay,P004,Men's Chino Pants,Men,Pants,2,44.99,5,2.25,85.48,30.0,55.48,C152,False,False
S05511,2024-11-01,Online,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,3,9.99,5,0.5,28.47,7.5,20.97,C042,False,False
S05512,2024-11-01,Physical,Debit Card,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C099,False,False
S05513,2024-11-02,Physical,Debit Card,P012,Women's Skinny Jeans,Women,Pants,2,54.99,10,5.5,98.98,40.0,58.98,C049,False,False
S05514,2024-11-02,Physical,Debit Card,P020,Unisex Cap,All,Accessories,1,14.99,10,1.5,13.49,4.0,9.49,C123,False,False
S05515,2024-11-02,Online,Debit Card,P015,Women's Cardigan,Women,Top,2,49.99,0,0.0,99.98,36.0,63.98,C060,False,False
S05516,2024-11-02,Physical,Debit Card,P007,Men's Polo Shirt,Men,Shirt,1,34.99,0,0.0,34.99,12.0,22.99,C175,False,False
S05517,2024-11-02,Physical,Cash,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,0,0.0,39.98,14.0,25.98,C153,False,False
S05518,2024-11-02,Online,Credit Card,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C038,False,False
S05519,2024-11-02,Online,Mobile Pay,P004,Men's Chino Pants,Men,Pants,2,44.99,0,0.0,89.98,30.0,59.98,C063,False,False
S05520,2024-11-02,Physical,Debit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C098,False,False
S05521,2024-11-02,Physical,Credit Card,P010,Women's Blouse,Women,Top,1,34.99,5,1.75,33.24,12.0,21.24,C005,False,False
S05522,2024-11-02,Physical,Cash,P022,Leather Belt,All,Accessories,1,19.99,10,2.0,17.99,6.0,11.99,C084,False,False
S05523,2024-11-02,Physical,Debit Card,P017,Kids Jeans,Kids,Pants,5,29.99,15,4.5,127.45,50.0,77.45,C020,False,False
S05524,2024-11-02,Online,Credit Card,P025,Women's Swimsuit,Women,Swimwear,3,44.99,0,0.0,134.97,48.0,86.97,C076,False,False
S05525,2024-11-02,Physical,Debit Card,P005,Men's Hoodie,Men,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C167,False,False
S05526,2024-11-02,Physical,Cash,P025,Women's Swimsuit,Women,Swimwear,1,44.99,5,2.25,42.74,16.0,26.74,C045,False,False
S05527,2024-11-02,Physical,Cash,P013,Women's Hoodie,Women,Jacket,3,59.99,5,3.0,170.97,66.0,104.97,C168,False,False
S05528,2024-11-02,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C093,False,False
S05529,2024-11-02,Online,Debit Card,P023,Canvas Tote Bag,All,Accessories,2,24.99,0,0.0,49.98,16.0,33.98,C168,False,False
S05530,2024-11-02,Physical,Cash,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C159,False,False
S05531,2024-11-03,Physical,Debit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,0,0.0,49.99,18.0,31.99,C135,False,False
S05532,2024-11-03,Online,Credit Card,P015,Women's Cardigan,Women,Top,1,49.99,0,0.0,49.99,18.0,31.99,C034,False,False
S05533,2024-11-03,Physical,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,3,9.99,20,2.0,23.97,7.5,16.47,C163,False,False
S05534,2024-11-03,Online,Credit Card,P022,Leather Belt,All,Accessories,3,19.99,0,0.0,59.97,18.0,41.97,C044,False,False
S05535,2024-11-03,Online,Credit Card,P015,Women's Cardigan,Women,Top,1,49.99,15,7.5,42.49,18.0,24.49,C022,False,False
S05536,2024-11-03,Online,Mobile Pay,P018,Kids Jacket,Kids,Jacket,2,44.99,0,0.0,89.98,32.0,57.98,C182,False,False
S05537,2024-11-03,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,3,19.99,0,0.0,59.97,21.0,38.97,C082,False,False
S05538,2024-11-03,Physical,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C048,False,False
S05539,2024-11-03,Online,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,3,84.99,0,0.0,254.97,96.0,158.97,C197,False,False
S05540,2024-11-03,Online,Debit Card,P009,Women's Casual Dress,Women,Dress,3,44.99,0,0.0,134.97,48.0,86.97,C018,False,False
S05541,2024-11-03,Physical,Mobile Pay,P015,Women's Cardigan,Women,Top,2,49.99,5,2.5,94.98,36.0,58.98,C045,False,True
S05542,2024-11-03,Online,PayPal,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,0,0.0,19.99,7.0,12.99,C177,False,False
S05543,2024-11-03,Online,Mobile Pay,P013,Women's Hoodie,Women,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C166,False,False
S05544,2024-11-03,Online,Debit Card,P017,Kids Jeans,Kids,Pants,1,29.99,0,0.0,29.99,10.0,19.99,C013,False,False
S05545,2024-11-03,Physical,Credit Card,P022,Leather Belt,All,Accessories,4,19.99,20,4.0,63.96,24.0,39.96,C022,False,False
S05546,2024-11-03,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,10,2.0,17.99,7.0,10.99,C146,False,False
S05547,2024-11-03,Online,Debit Card,P016,Kids T-shirt,Kids,Shirt,1,14.99,0,0.0,14.99,5.0,9.99,C142,False,False
S05548,2024-11-03,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,0,0.0,19.99,7.0,12.99,C077,False,False
S05549,2024-11-03,Physical,Cash,P017,Kids Jeans,Kids,Pants,3,29.99,5,1.5,85.47,30.0,55.47,C117,False,False
S05550,2024-11-04,Physical,Mobile Pay,P013,Women's Hoodie,Women,Jacket,3,59.99,0,0.0,179.97,66.0,113.97,C049,False,False
S05551,2024-11-04,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,20,2.0,15.98,5.0,10.98,C127,False,False
S05552,2024-11-04,Physical,Credit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,0,0.0,49.99,18.0,31.99,C024,False,False
S05553,2024-11-04,Physical,Cash,P020,Unisex Cap,All,Accessories,3,14.99,0,0.0,44.97,12.0,32.97,C063,False,False
S05554,2024-11-04,Online,PayPal,P010,Women's Blouse,Women,Top,1,34.99,5,1.75,33.24,12.0,21.24,C172,False,False
S05555,2024-11-04,Online,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,0,0.0,169.98,64.0,105.98,C096,False,True
S05556,2024-11-04,Physical,Debit Card,P020,Unisex Cap,All,Accessories,4,14.99,10,1.5,53.96,16.0,37.96,C121,False,False
S05557,2024-11-04,Physical,Debit Card,P012,Women's Skinny Jeans,Women,Pants,2,54.99,0,0.0,109.98,40.0,69.98,C156,False,False
S05558,2024-11-04,Physical,Debit Card,P010,Women's Blouse,Women,Top,1,34.99,0,0.0,34.99,12.0,22.99,C135,False,False
S05559,2024-11-05,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,5,1.0,37.98,14.0,23.98,C174,False,False
S05560,2024-11-05,Online,Credit Card,P023,Canvas Tote Bag,All,Accessories,2,24.99,15,3.75,42.48,16.0,26.48,C150,False,True
S05561,2024-11-05,Online,Mobile Pay,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C005,False,False
S05562,2024-11-05,Online,Credit Card,P003,Men's Slim Jeans,Men,Pants,2,49.99,0,0.0,99.98,36.0,63.98,C086,False,False
S05563,2024-11-05,Online,Debit Card,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,0,0.0,89.99,35.0,54.99,C151,False,False
S05564,2024-11-05,Physical,Debit Card,P003,Men's Slim Jeans,Men,Pants,3,49.99,5,2.5,142.47,54.0,88.47,C127,False,False
S05565,2024-11-05,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,5,1.0,18.99,7.0,11.99,C073,False,False
S05566,2024-11-05,Physical,Credit Card,P015,Women's Cardigan,Women,Top,2,49.99,5,2.5,94.98,36.0,58.98,C102,False,False
S05567,2024-11-05,Online,Mobile Pay,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,5,0.5,9.49,2.5,6.99,C093,False,False
S05568,2024-11-05,Online,Mobile Pay,P020,Unisex Cap,All,Accessories,2,14.99,0,0.0,29.98,8.0,21.98,C044,False,False
S05569,2024-11-05,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C004,False,False
S05570,2024-11-06,Physical,Debit Card,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C003,False,False
S05571,2024-11-06,Online,Mobile Pay,P005,Men's Hoodie,Men,Jacket,5,59.99,10,6.0,269.95,110.0,159.95,C193,False,False
S05572,2024-11-06,Online,Debit Card,P004,Men's Chino Pants,Men,Pants,1,44.99,15,6.75,38.24,15.0,23.24,C132,False,False
S05573,2024-11-06,Online,Debit Card,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C157,False,False
S05574,2024-11-06,Physical,Debit Card,P002,Men's Premium T-shirt,Men,Shirt,3,29.99,10,3.0,80.97,33.0,47.97,C155,False,False
S05575,2024-11-06,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,5,0.5,9.49,2.5,6.99,C167,False,False
S05576,2024-11-06,Physical,Debit Card,P020,Unisex Cap,All,Accessories,2,14.99,0,0.0,29.98,8.0,21.98,C136,False,False
S05577,2024-11-06,Physical,Debit Card,P013,Women's Hoodie,Women,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C160,False,False
S05578,2024-11-06,Online,Debit Card,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,0,0.0,169.98,64.0,105.98,C027,False,False
S05579,2024-11-06,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,5,9.99,5,0.5,47.45,12.5,34.95,C114,False,False
S05580,2024-11-07,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,3,9.99,15,1.5,25.47,7.5,17.97,C020,False,False
S05581,2024-11-07,Physical,Mobile Pay,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C120,False,False
S05582,2024-11-07,Physical,Mobile Pay,P010,Women's Blouse,Women,Top,3,34.99,5,1.75,99.72,36.0,63.72,C035,False,False
S05583,2024-11-07,Physical,Cash,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C192,False,False
S05584,2024-11-07,Physical,Cash,P015,Women's Cardigan,Women,Top,1,49.99,15,7.5,42.49,18.0,24.49,C141,False,False
S05585,2024-11-07,Physical,Cash,P002,Men's Premium T-shirt,Men,Shirt,1,29.99,5,1.5,28.49,11.0,17.49,C006,False,False
S05586,2024-11-07,Online,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,0,0.0,169.98,64.0,105.98,C156,False,False
S05587,2024-11-07,Online,Credit Card,P002,Men's Premium T-shirt,Men,Shirt,5,29.99,0,0.0,149.95,55.0,94.95,C083,False,True
S05588,2024-11-07,Physical,Debit Card,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,0,0.0,39.98,14.0,25.98,C006,False,False
S05589,2024-11-07,Online,Debit Card,P021,Unisex Socks (3-pack),all,Accessories,1,9.99,5,0.5,9.49,2.5,6.99,C131,False,False
S05590,2024-11-07,Physical,Cash,P015,Women's Cardigan,Women,Top,1,49.99,0,0.0,49.99,18.0,31.99,C197,False,True
S05591,2024-11-07,Physical,Mobile Pay,P010,Women's Blouse,Women,Top,3,34.99,0,0.0,104.97,36.0,68.97,C133,False,False
S05592,2024-11-07,Physical,Credit Card,P013,Women's Hoodie,Women,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C058,False,False
S05593,2024-11-07,Physical,Cash,P006,Men's Puffer Jacket,Men,Jacket,3,89.99,5,4.5,256.47,105.0,151.47,C157,False,False
S05594,2024-11-07,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,10,5.5,49.49,20.0,29.49,C055,False,False
S05595,2024-11-08,Physical,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,4,19.99,5,1.0,75.96,28.0,47.96,C044,False,False
S05596,2024-11-08,Physical,Mobile Pay,P003,Men's Slim Jeans,Men,Pants,1,49.99,10,5.0,44.99,18.0,26.99,C090,False,False
S05597,2024-11-08,Online,PayPal,P017,Kids Jeans,Kids,Pants,1,29.99,0,0.0,29.99,10.0,19.99,C007,False,True
S05598,2024-11-08,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,3,9.99,5,0.5,28.47,7.5,20.97,C006,False,False
S05599,2024-11-08,Online,Credit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,15,7.5,42.49,18.0,24.49,C114,False,False
S05600,2024-11-08,Physical,Mobile Pay,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,5,1.0,18.99,7.0,11.99,C178,False,False
S05601,2024-11-08,Online,PayPal,P001,Men's Basic T-shirt,Men,Shirt,3,19.99,5,1.0,56.97,21.0,35.97,C178,False,False
S05602,2024-11-08,Physical,Credit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,0,0.0,49.99,18.0,31.99,C019,False,False
S05603,2024-11-08,Physical,Credit Card,P015,Women's Cardigan,Women,Top,3,49.99,5,2.5,142.47,54.0,88.47,C120,False,False
S05604,2024-11-09,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,3,54.99,15,8.25,140.22,60.0,80.22,C169,False,False
S05605,2024-11-09,Online,PayPal,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C068,False,False
S05606,2024-11-09,Online,Credit Card,P005,Men's Hoodie,Men,Jacket,3,59.99,15,9.0,152.97,66.0,86.97,C127,False,False
S05607,2024-11-09,Online,PayPal,P018,Kids Jacket,Kids,Jacket,1,44.99,0,0.0,44.99,16.0,28.99,C084,False,True
S05608,2024-11-09,Physical,Debit Card,P010,Women's Blouse,Women,Top,1,34.99,0,0.0,34.99,12.0,22.99,C068,False,False
S05609,2024-11-09,Online,PayPal,P015,Women's Cardigan,Women,Top,1,49.99,0,0.0,49.99,18.0,31.99,C048,False,False
S05610,2024-11-09,Online,Debit Card,P001,Men's Basic T-shirt,Men,Shirt,3,19.99,0,0.0,59.97,21.0,38.97,C010,False,False
S05611,2024-11-09,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C160,False,False
S05612,2024-11-09,Online,Debit Card,P005,Men's Hoodie,Men,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C046,False,False
S05613,2024-11-09,Physical,Debit Card,P025,Women's Swimsuit,Women,Swimwear,3,44.99,5,2.25,128.22,48.0,80.22,C197,False,False
S05614,2024-11-09,Online,Credit Card,P017,Kids Jeans,Kids,Pants,2,29.99,0,0.0,59.98,20.0,39.98,C192,False,False
S05615,2024-11-09,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,10,2.0,35.98,14.0,21.98,C073,False,True
S05616,2024-11-09,Physical,Credit Card,P003,Men's Slim Jeans,Men,Pants,4,49.99,0,0.0,199.96,72.0,127.96,C056,False,False
S05617,2024-11-09,Online,Mobile Pay,P011,Women's Skirt,Women,Skirt,2,39.99,5,2.0,75.98,28.0,47.98,C045,False,False
S05618,2024-11-09,Physical,Credit Card,P023,Canvas Tote Bag,All,Accessories,5,24.99,10,2.5,112.45,40.0,72.45,C021,False,False
S05619,2024-11-09,Online,Credit Card,P015,Women's Cardigan,Women,Top,2,49.99,15,7.5,84.98,36.0,48.98,C065,False,False
S05620,2024-11-09,Physical,Debit Card,P023,Canvas Tote Bag,All,Accessories,3,24.99,5,1.25,71.22,24.0,47.22,C101,False,False
S05621,2024-11-09,Physical,Credit Card,P013,Women's Hoodie,Women,Jacket,3,59.99,0,0.0,179.97,66.0,113.97,C141,False,False
S05622,2024-11-09,Online,Debit Card,P005,Men's Hoodie,Men,Jacket,1,59.99,15,9.0,50.99,22.0,28.99,C006,False,False
S05623,2024-11-09,Physical,Debit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C111,False,False
S05624,2024-11-09,Physical,,P006,Men's Puffer Jacket,Men,Jacket,4,89.99,0,0.0,359.96,140.0,219.96,C021,False,False
S05625,2024-11-09,Physical,Mobile Pay,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,0,0.0,89.99,35.0,54.99,C029,False,False
S05626,2024-11-09,Physical,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,5,0.75,14.24,4.0,10.24,C076,False,False
S05627,2024-11-09,Physical,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,0,0.0,39.98,14.0,25.98,C073,False,False
S05628,2024-11-09,Online,Credit Card,P002,Men's Premium T-shirt,Men,Shirt,1,29.99,15,4.5,25.49,11.0,14.49,C019,False,False
S05629,2024-11-10,Physical,Debit Card,P020,Unisex Cap,All,Accessories,4,14.99,15,2.25,50.96,16.0,34.96,C033,False,False
S05630,2024-11-10,Physical,Credit Card,P005,Men's Hoodie,Men,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C023,False,False
S05631,2024-11-10,Physical,Cash,P001,Men's Basic T-shirt,Men,Shirt,3,19.99,10,2.0,53.97,21.0,32.97,C038,False,False
S05632,2024-11-10,Online,PayPal,P015,Women's Cardigan,Women,Top,2,49.99,0,0.0,99.98,36.0,63.98,C041,False,False
S05633,2024-11-10,Physical,Debit Card,P003,Men's Slim Jeans,Men,Pants,2,49.99,0,0.0,99.98,36.0,63.98,C152,False,False
S05634,2024-11-10,Physical,Cash,P009,Women's Casual Dress,Women,Dress,1,44.99,5,2.25,42.74,16.0,26.74,C123,False,False
S05635,2024-11-10,Online,Mobile Pay,P004,Men's Chino Pants,Men,Pants,3,44.99,5,2.25,128.22,45.0,83.22,C082,False,False
S05636,2024-11-10,Online,Debit Card,P012,Women's Skinny Jeans,Women,Pants,3,54.99,20,11.0,131.97,60.0,71.97,C127,False,False
S05637,2024-11-10,Physical,Debit Card,P005,Men's Hoodie,men,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C021,False,False
S05638,2024-11-10,Online,Debit Card,P001,Men's Basic T-shirt,Men,Shirt,3,19.99,0,0.0,59.97,21.0,38.97,C153,False,False
S05639,2024-11-10,Physical,Mobile Pay,P020,Unisex Cap,All,Accessories,1,14.99,5,0.75,14.24,4.0,10.24,C192,False,False
S05640,2024-11-10,Online,Debit Card,P002,Men's Premium T-shirt,Men,Shirt,1,29.99,0,0.0,29.99,11.0,18.99,C178,False,False
S05641,2024-11-10,Online,Credit Card,P022,Leather Belt,All,Accessories,2,19.99,0,0.0,39.98,12.0,27.98,,False,False
S05642,2024-11-10,Physical,Debit Card,P022,Leather Belt,All,Accessories,3,19.99,0,0.0,59.97,18.0,41.97,C161,False,False
S05643,2024-11-10,Physical,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,5,0.5,9.49,2.5,6.99,C085,False,False
S05644,2024-11-10,Physical,Debit Card,P025,Women's Swimsuit,Women,Swimwear,3,44.99,0,0.0,134.97,48.0,86.97,C133,False,False
S05645,2024-11-10,Online,Credit Card,P019,Kids Dress,kids,Dress,1,24.99,5,1.25,23.74,9.0,14.74,C071,False,False
S05646,2024-11-10,Online,Debit Card,P013,Women's Hoodie,Women,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C191,False,False
S05647,2024-11-10,Physical,Credit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,0,0.0,49.99,18.0,31.99,C028,False,False
S05648,2024-11-10,Online,Debit Card,P010,Women's Blouse,Women,Top,2,34.99,0,0.0,69.98,24.0,45.98,C013,False,False
S05649,2024-11-10,Physical,Cash,P025,Women's Swimsuit,Women,Swimwear,2,44.99,10,4.5,80.98,32.0,48.98,C169,False,False
S05650,2024-11-10,Physical,Mobile Pay,P023,Canvas Tote Bag,all,Accessories,1,24.99,0,0.0,24.99,8.0,16.99,C077,False,False
S05651,2024-11-10,Online,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,10,1.5,13.49,4.0,9.49,C078,False,False
S05652,2024-11-11,Physical,Mobile Pay,P011,Women's Skirt,Women,Skirt,1,39.99,0,0.0,39.99,14.0,25.99,C018,False,False
S05653,2024-11-11,Online,Mobile Pay,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,15,3.0,33.98,14.0,19.98,C127,False,False
S05654,2024-11-11,Online,Debit Card,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C087,False,False
S05655,2024-11-11,Physical,Mobile Pay,P010,Women's Blouse,women,Top,1,34.99,0,0.0,34.99,12.0,22.99,C187,False,False
S05656,2024-11-11,Online,PayPal,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,5,0.5,18.98,5.0,13.98,C163,False,False
S05657,2024-11-11,Online,Credit Card,P005,Men's Hoodie,Men,Jacket,1,59.99,10,6.0,53.99,22.0,31.99,C126,False,False
S05658,2024-11-11,Physical,Credit Card,P005,Men's Hoodie,Men,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C117,False,False
S05659,2024-11-11,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,0,0.0,39.98,14.0,25.98,C095,False,False
S05660,2024-11-11,Physical,Cash,P006,Men's Puffer Jacket,Men,Jacket,2,89.99,5,4.5,170.98,70.0,100.98,C002,False,False
S05661,2024-11-11,Physical,Credit Card,P005,Men's Hoodie,Men,Jacket,3,59.99,0,0.0,179.97,66.0,113.97,C137,False,False
S05662,2024-11-11,Online,Mobile Pay,P023,Canvas Tote Bag,All,Accessories,3,24.99,0,0.0,74.97,24.0,50.97,C038,False,False
S05663,2024-11-11,Physical,Debit Card,P012,Women's Skinny Jeans,Women,Pants,3,54.99,5,2.75,156.72,60.0,96.72,C048,False,False
S05664,2024-11-11,Physical,Mobile Pay,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,5,1.0,18.99,7.0,11.99,C150,False,False
S05665,2024-11-11,Physical,Debit Card,P003,Men's Slim Jeans,Men,Pants,2,49.99,5,2.5,94.98,36.0,58.98,C089,False,False
S05666,2024-11-11,Online,Debit Card,P007,Men's Polo Shirt,Men,Shirt,1,34.99,10,3.5,31.49,12.0,19.49,C146,False,False
S05667,2024-11-11,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C044,False,False
S05668,2024-11-12,Online,Mobile Pay,P009,Women's Casual Dress,Women,Dress,2,44.99,0,0.0,89.98,32.0,57.98,C158,False,False
S05669,2024-11-12,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,0,0.0,19.99,7.0,12.99,C046,False,False
S05670,2024-11-12,Physical,Credit Card,P004,Men's Chino Pants,Men,Pants,5,44.99,0,0.0,224.95,75.0,149.95,C114,False,False
S05671,2024-11-12,Online,Mobile Pay,P003,Men's Slim Jeans,men,Pants,1,49.99,0,0.0,49.99,18.0,31.99,C131,False,False
S05672,2024-11-12,Online,Debit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,0,0.0,19.99,7.0,12.99,C081,False,False
S05673,2024-11-12,Physical,Cash,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C099,False,False
S05674,2024-11-12,Physical,Cash,P002,Men's Premium T-shirt,Men,Shirt,1,29.99,0,0.0,29.99,11.0,18.99,C052,False,False
S05675,2024-11-12,Online,Debit Card,P018,Kids Jacket,Kids,Jacket,2,44.99,0,0.0,89.98,32.0,57.98,C037,False,False
